split,xml_file,filename,class,img_width,img_height,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area,aspect_ratio
train,crazing_128.xml,crazing_128.jpg,crazing,200,200,89,79,156,137,67,58,3886,1.1551724137931034
train,crazing_128.xml,crazing_128.jpg,crazing,200,200,90,28,174,75,84,47,3948,1.7872340425531914
train,crazing_129.xml,crazing_129.jpg,crazing,200,200,1,76,94,123,93,47,4371,1.9787234042553192
train,crazing_129.xml,crazing_129.jpg,crazing,200,200,98,58,169,134,71,76,5396,0.9342105263157895
train,crazing_13.xml,crazing_13.jpg,crazing,200,200,71,21,140,114,69,93,6417,0.7419354838709677
train,crazing_13.xml,crazing_13.jpg,crazing,200,200,1,126,89,176,88,50,4400,1.76
train,crazing_13.xml,crazing_13.jpg,crazing,200,200,124,117,199,173,75,56,4200,1.3392857142857142
train,crazing_130.xml,crazing_130.jpg,crazing,200,200,2,134,155,179,153,45,6885,3.4
train,crazing_130.xml,crazing_130.jpg,crazing,200,200,2,6,84,99,82,93,7626,0.8817204301075269
train,crazing_130.xml,crazing_130.jpg,crazing,200,200,77,104,199,158,122,54,6588,2.259259259259259
train,crazing_131.xml,crazing_131.jpg,crazing,200,200,1,21,153,76,152,55,8360,2.7636363636363637
train,crazing_131.xml,crazing_131.jpg,crazing,200,200,18,130,122,186,104,56,5824,1.8571428571428572
train,crazing_131.xml,crazing_131.jpg,crazing,200,200,131,17,194,106,63,89,5607,0.7078651685393258
train,crazing_132.xml,crazing_132.jpg,crazing,200,200,45,29,148,83,103,54,5562,1.9074074074074074
train,crazing_132.xml,crazing_132.jpg,crazing,200,200,37,89,152,149,115,60,6900,1.9166666666666667
train,crazing_133.xml,crazing_133.jpg,crazing,200,200,57,137,162,194,105,57,5985,1.8421052631578947
train,crazing_133.xml,crazing_133.jpg,crazing,200,200,47,94,169,161,122,67,8174,1.8208955223880596
train,crazing_134.xml,crazing_134.jpg,crazing,200,200,33,26,133,80,100,54,5400,1.8518518518518519
train,crazing_134.xml,crazing_134.jpg,crazing,200,200,40,89,141,148,101,59,5959,1.7118644067796611
train,crazing_135.xml,crazing_135.jpg,crazing,200,200,13,23,158,106,145,83,12035,1.7469879518072289
train,crazing_135.xml,crazing_135.jpg,crazing,200,200,50,117,178,191,128,74,9472,1.7297297297297298
train,crazing_136.xml,crazing_136.jpg,crazing,200,200,1,88,88,144,87,56,4872,1.5535714285714286
train,crazing_136.xml,crazing_136.jpg,crazing,200,200,126,111,191,184,65,73,4745,0.8904109589041096
train,crazing_137.xml,crazing_137.jpg,crazing,200,200,32,78,164,136,132,58,7656,2.2758620689655173
train,crazing_137.xml,crazing_137.jpg,crazing,200,200,38,140,95,192,57,52,2964,1.0961538461538463
train,crazing_137.xml,crazing_137.jpg,crazing,200,200,38,10,88,67,50,57,2850,0.8771929824561403
train,crazing_138.xml,crazing_138.jpg,crazing,200,200,26,63,141,142,115,79,9085,1.4556962025316456
train,crazing_138.xml,crazing_138.jpg,crazing,200,200,56,19,115,66,59,47,2773,1.2553191489361701
train,crazing_139.xml,crazing_139.jpg,crazing,200,200,1,5,99,70,98,65,6370,1.5076923076923077
train,crazing_139.xml,crazing_139.jpg,crazing,200,200,7,83,97,136,90,53,4770,1.6981132075471699
train,crazing_14.xml,crazing_14.jpg,crazing,200,200,22,116,108,170,86,54,4644,1.5925925925925926
train,crazing_140.xml,crazing_140.jpg,crazing,200,200,27,115,145,185,118,70,8260,1.6857142857142857
train,crazing_140.xml,crazing_140.jpg,crazing,200,200,146,3,194,164,48,161,7728,0.2981366459627329
train,crazing_141.xml,crazing_141.jpg,crazing,200,200,4,34,58,134,54,100,5400,0.54
train,crazing_141.xml,crazing_141.jpg,crazing,200,200,73,117,198,157,125,40,5000,3.125
train,crazing_142.xml,crazing_142.jpg,crazing,200,200,2,143,100,178,98,35,3430,2.8
train,crazing_142.xml,crazing_142.jpg,crazing,200,200,121,109,185,164,64,55,3520,1.1636363636363636
train,crazing_142.xml,crazing_142.jpg,crazing,200,200,2,83,84,135,82,52,4264,1.5769230769230769
train,crazing_143.xml,crazing_143.jpg,crazing,200,200,12,104,95,186,83,82,6806,1.0121951219512195
train,crazing_143.xml,crazing_143.jpg,crazing,200,200,9,31,137,100,128,69,8832,1.855072463768116
train,crazing_144.xml,crazing_144.jpg,crazing,200,200,42,24,189,71,147,47,6909,3.127659574468085
train,crazing_144.xml,crazing_144.jpg,crazing,200,200,50,91,127,157,77,66,5082,1.1666666666666667
train,crazing_145.xml,crazing_145.jpg,crazing,200,200,20,9,95,83,75,74,5550,1.0135135135135136
train,crazing_145.xml,crazing_145.jpg,crazing,200,200,27,91,164,176,137,85,11645,1.611764705882353
train,crazing_146.xml,crazing_146.jpg,crazing,200,200,43,109,95,193,52,84,4368,0.6190476190476191
train,crazing_147.xml,crazing_147.jpg,crazing,200,200,90,117,164,159,74,42,3108,1.7619047619047619
train,crazing_147.xml,crazing_147.jpg,crazing,200,200,3,42,72,93,69,51,3519,1.3529411764705883
train,crazing_148.xml,crazing_148.jpg,crazing,200,200,4,39,85,97,81,58,4698,1.396551724137931
train,crazing_149.xml,crazing_149.jpg,crazing,200,200,33,5,149,69,116,64,7424,1.8125
train,crazing_149.xml,crazing_149.jpg,crazing,200,200,26,108,154,179,128,71,9088,1.8028169014084507
train,crazing_15.xml,crazing_15.jpg,crazing,200,200,27,46,149,101,122,55,6710,2.2181818181818183
train,crazing_15.xml,crazing_15.jpg,crazing,200,200,27,16,167,65,140,49,6860,2.857142857142857
train,crazing_150.xml,crazing_150.jpg,crazing,200,200,52,148,186,196,134,48,6432,2.7916666666666665
train,crazing_151.xml,crazing_151.jpg,crazing,200,200,91,21,134,106,43,85,3655,0.5058823529411764
train,crazing_152.xml,crazing_152.jpg,crazing,200,200,48,98,146,135,98,37,3626,2.6486486486486487
train,crazing_152.xml,crazing_152.jpg,crazing,200,200,2,137,135,191,133,54,7182,2.462962962962963
train,crazing_152.xml,crazing_152.jpg,patches,200,200,156,136,191,168,35,32,1120,1.09375
train,crazing_153.xml,crazing_153.jpg,crazing,200,200,1,97,65,158,64,61,3904,1.0491803278688525
train,crazing_153.xml,crazing_153.jpg,crazing,200,200,76,113,147,197,71,84,5964,0.8452380952380952
train,crazing_154.xml,crazing_154.jpg,crazing,200,200,1,24,90,99,89,75,6675,1.1866666666666668
train,crazing_154.xml,crazing_154.jpg,crazing,200,200,97,45,172,117,75,72,5400,1.0416666666666667
train,crazing_154.xml,crazing_154.jpg,crazing,200,200,98,128,182,173,84,45,3780,1.8666666666666667
train,crazing_155.xml,crazing_155.jpg,crazing,200,200,15,9,107,82,92,73,6716,1.2602739726027397
train,crazing_155.xml,crazing_155.jpg,crazing,200,200,111,55,191,168,80,113,9040,0.7079646017699115
train,crazing_155.xml,crazing_155.jpg,crazing,200,200,2,91,108,149,106,58,6148,1.8275862068965518
train,crazing_156.xml,crazing_156.jpg,crazing,200,200,1,25,92,94,91,69,6279,1.318840579710145
train,crazing_156.xml,crazing_156.jpg,crazing,200,200,103,24,193,113,90,89,8010,1.0112359550561798
train,crazing_156.xml,crazing_156.jpg,crazing,200,200,43,98,132,156,89,58,5162,1.5344827586206897
train,crazing_157.xml,crazing_157.jpg,crazing,200,200,64,3,161,80,97,77,7469,1.2597402597402598
train,crazing_157.xml,crazing_157.jpg,crazing,200,200,48,87,166,157,118,70,8260,1.6857142857142857
train,crazing_158.xml,crazing_158.jpg,crazing,200,200,51,57,125,135,74,78,5772,0.9487179487179487
train,crazing_159.xml,crazing_159.jpg,crazing,200,200,35,4,124,63,89,59,5251,1.5084745762711864
train,crazing_159.xml,crazing_159.jpg,crazing,200,200,35,118,197,183,162,65,10530,2.4923076923076923
train,crazing_16.xml,crazing_16.jpg,crazing,200,200,105,124,178,175,73,51,3723,1.4313725490196079
train,crazing_16.xml,crazing_16.jpg,crazing,200,200,11,102,75,157,64,55,3520,1.1636363636363636
train,crazing_160.xml,crazing_160.jpg,crazing,200,200,18,20,154,77,136,57,7752,2.3859649122807016
train,crazing_160.xml,crazing_160.jpg,crazing,200,200,13,108,136,190,123,82,10086,1.5
train,crazing_161.xml,crazing_161.jpg,crazing,200,200,77,9,152,138,75,129,9675,0.5813953488372093
train,crazing_162.xml,crazing_162.jpg,crazing,200,200,58,12,130,149,72,137,9864,0.5255474452554745
train,crazing_163.xml,crazing_163.jpg,crazing,200,200,1,86,69,185,68,99,6732,0.6868686868686869
train,crazing_163.xml,crazing_163.jpg,crazing,200,200,86,135,191,198,105,63,6615,1.6666666666666667
train,crazing_163.xml,crazing_163.jpg,crazing,200,200,72,28,189,87,117,59,6903,1.9830508474576272
train,crazing_164.xml,crazing_164.jpg,crazing,200,200,12,61,91,176,79,115,9085,0.6869565217391305
train,crazing_165.xml,crazing_165.jpg,crazing,200,200,50,105,138,170,88,65,5720,1.353846153846154
train,crazing_165.xml,crazing_165.jpg,crazing,200,200,51,1,127,65,76,64,4864,1.1875
train,crazing_166.xml,crazing_166.jpg,crazing,200,200,35,31,181,105,146,74,10804,1.972972972972973
train,crazing_166.xml,crazing_166.jpg,crazing,200,200,28,145,157,189,129,44,5676,2.9318181818181817
train,crazing_167.xml,crazing_167.jpg,crazing,200,200,90,10,179,101,89,91,8099,0.978021978021978
train,crazing_167.xml,crazing_167.jpg,crazing,200,200,59,133,198,186,139,53,7367,2.6226415094339623
train,crazing_168.xml,crazing_168.jpg,crazing,200,200,1,47,136,101,135,54,7290,2.5
train,crazing_168.xml,crazing_168.jpg,crazing,200,200,1,106,129,188,128,82,10496,1.5609756097560976
train,crazing_169.xml,crazing_169.jpg,crazing,200,200,4,47,147,112,143,65,9295,2.2
train,crazing_169.xml,crazing_169.jpg,crazing,200,200,27,117,180,152,153,35,5355,4.371428571428571
train,crazing_169.xml,crazing_169.jpg,crazing,200,200,19,10,139,62,120,52,6240,2.3076923076923075
train,crazing_17.xml,crazing_17.jpg,crazing,200,200,111,66,188,174,77,108,8316,0.7129629629629629
train,crazing_17.xml,crazing_17.jpg,crazing,200,200,124,6,195,102,71,96,6816,0.7395833333333334
train,crazing_170.xml,crazing_170.jpg,crazing,200,200,48,11,135,77,87,66,5742,1.3181818181818181
train,crazing_170.xml,crazing_170.jpg,crazing,200,200,23,133,104,180,81,47,3807,1.7234042553191489
train,crazing_171.xml,crazing_171.jpg,crazing,200,200,96,9,192,89,96,80,7680,1.2
train,crazing_172.xml,crazing_172.jpg,crazing,200,200,4,15,163,87,159,72,11448,2.2083333333333335
train,crazing_172.xml,crazing_172.jpg,crazing,200,200,61,97,180,176,119,79,9401,1.5063291139240507
train,crazing_173.xml,crazing_173.jpg,crazing,200,200,62,97,175,153,113,56,6328,2.017857142857143
train,crazing_173.xml,crazing_173.jpg,crazing,200,200,62,165,198,198,136,33,4488,4.121212121212121
train,crazing_173.xml,crazing_173.jpg,crazing,200,200,32,27,151,76,119,49,5831,2.4285714285714284
train,crazing_174.xml,crazing_174.jpg,crazing,200,200,1,82,116,129,115,47,5405,2.4468085106382977
train,crazing_174.xml,crazing_174.jpg,crazing,200,200,1,134,174,181,173,47,8131,3.6808510638297873
train,crazing_175.xml,crazing_175.jpg,crazing,200,200,1,141,94,194,93,53,4929,1.7547169811320755
train,crazing_175.xml,crazing_175.jpg,crazing,200,200,74,92,151,143,77,51,3927,1.5098039215686274
train,crazing_176.xml,crazing_176.jpg,crazing,200,200,20,50,194,102,174,52,9048,3.3461538461538463
train,crazing_176.xml,crazing_176.jpg,crazing,200,200,106,109,195,188,89,79,7031,1.1265822784810127
train,crazing_177.xml,crazing_177.jpg,crazing,200,200,8,140,149,199,141,59,8319,2.389830508474576
train,crazing_177.xml,crazing_177.jpg,crazing,200,200,101,42,183,110,82,68,5576,1.2058823529411764
train,crazing_177.xml,crazing_177.jpg,crazing,200,200,6,99,123,161,117,62,7254,1.8870967741935485
train,crazing_178.xml,crazing_178.jpg,crazing,200,200,3,117,145,184,142,67,9514,2.1194029850746268
train,crazing_178.xml,crazing_178.jpg,crazing,200,200,13,38,93,114,80,76,6080,1.0526315789473684
train,crazing_179.xml,crazing_179.jpg,crazing,200,200,1,7,110,79,109,72,7848,1.5138888888888888
train,crazing_179.xml,crazing_179.jpg,crazing,200,200,1,72,80,151,79,79,6241,1.0
train,crazing_18.xml,crazing_18.jpg,crazing,200,200,112,89,198,143,86,54,4644,1.5925925925925926
train,crazing_18.xml,crazing_18.jpg,crazing,200,200,10,100,85,188,75,88,6600,0.8522727272727273
train,crazing_180.xml,crazing_180.jpg,crazing,200,200,2,96,198,168,196,72,14112,2.7222222222222223
train,crazing_180.xml,crazing_180.jpg,crazing,200,200,15,51,136,115,121,64,7744,1.890625
train,crazing_180.xml,crazing_180.jpg,crazing,200,200,115,6,199,116,84,110,9240,0.7636363636363637
train,crazing_180.xml,crazing_180.jpg,crazing,200,200,27,148,178,200,151,52,7852,2.9038461538461537
train,crazing_181.xml,crazing_181.jpg,crazing,200,200,25,48,116,112,91,64,5824,1.421875
train,crazing_181.xml,crazing_181.jpg,crazing,200,200,27,124,103,199,76,75,5700,1.0133333333333334
train,crazing_182.xml,crazing_182.jpg,crazing,200,200,30,121,80,198,50,77,3850,0.6493506493506493
train,crazing_182.xml,crazing_182.jpg,crazing,200,200,142,135,183,194,41,59,2419,0.6949152542372882
train,crazing_182.xml,crazing_182.jpg,crazing,200,200,143,25,188,82,45,57,2565,0.7894736842105263
train,crazing_183.xml,crazing_183.jpg,crazing,200,200,47,107,190,183,143,76,10868,1.881578947368421
train,crazing_183.xml,crazing_183.jpg,crazing,200,200,109,66,200,146,91,80,7280,1.1375
train,crazing_183.xml,crazing_183.jpg,crazing,200,200,7,34,111,124,104,90,9360,1.1555555555555554
train,crazing_184.xml,crazing_184.jpg,crazing,200,200,2,64,101,127,99,63,6237,1.5714285714285714
train,crazing_184.xml,crazing_184.jpg,crazing,200,200,58,133,133,191,75,58,4350,1.293103448275862
train,crazing_184.xml,crazing_184.jpg,crazing,200,200,110,79,199,123,89,44,3916,2.022727272727273
train,crazing_185.xml,crazing_185.jpg,crazing,200,200,1,81,184,160,183,79,14457,2.3164556962025316
train,crazing_186.xml,crazing_186.jpg,crazing,200,200,54,91,178,169,124,78,9672,1.5897435897435896
train,crazing_186.xml,crazing_186.jpg,crazing,200,200,1,4,103,177,102,173,17646,0.5895953757225434
train,crazing_186.xml,crazing_186.jpg,crazing,200,200,41,15,184,94,143,79,11297,1.8101265822784811
train,crazing_187.xml,crazing_187.jpg,crazing,200,200,2,27,171,138,169,111,18759,1.5225225225225225
train,crazing_188.xml,crazing_188.jpg,crazing,200,200,96,75,198,157,102,82,8364,1.2439024390243902
train,crazing_188.xml,crazing_188.jpg,crazing,200,200,2,3,189,71,187,68,12716,2.75
train,crazing_188.xml,crazing_188.jpg,crazing,200,200,1,75,124,180,123,105,12915,1.1714285714285715
train,crazing_189.xml,crazing_189.jpg,crazing,200,200,4,94,177,152,173,58,10034,2.9827586206896552
train,crazing_189.xml,crazing_189.jpg,crazing,200,200,3,16,133,77,130,61,7930,2.1311475409836067
train,crazing_19.xml,crazing_19.jpg,crazing,200,200,92,5,135,116,43,111,4773,0.38738738738738737
train,crazing_190.xml,crazing_190.jpg,crazing,200,200,1,45,127,147,126,102,12852,1.2352941176470589
train,crazing_190.xml,crazing_190.jpg,crazing,200,200,18,95,182,157,164,62,10168,2.6451612903225805
train,crazing_190.xml,crazing_190.jpg,crazing,200,200,1,6,147,65,146,59,8614,2.4745762711864407
train,crazing_190.xml,crazing_190.jpg,crazing,200,200,54,1,177,37,123,36,4428,3.4166666666666665
train,crazing_191.xml,crazing_191.jpg,crazing,200,200,8,22,169,62,161,40,6440,4.025
train,crazing_191.xml,crazing_191.jpg,crazing,200,200,26,76,198,133,172,57,9804,3.017543859649123
train,crazing_191.xml,crazing_191.jpg,crazing,200,200,29,135,106,195,77,60,4620,1.2833333333333334
train,crazing_192.xml,crazing_192.jpg,crazing,200,200,137,90,198,198,61,108,6588,0.5648148148148148
train,crazing_192.xml,crazing_192.jpg,crazing,200,200,17,120,129,191,112,71,7952,1.5774647887323943
train,crazing_192.xml,crazing_192.jpg,crazing,200,200,54,18,199,64,145,46,6670,3.152173913043478
train,crazing_193.xml,crazing_193.jpg,crazing,200,200,15,34,156,144,141,110,15510,1.2818181818181817
train,crazing_194.xml,crazing_194.jpg,crazing,200,200,17,58,177,161,160,103,16480,1.5533980582524272
train,crazing_195.xml,crazing_195.jpg,crazing,200,200,9,89,149,157,140,68,9520,2.0588235294117645
train,crazing_196.xml,crazing_196.jpg,crazing,200,200,15,42,197,87,182,45,8190,4.044444444444444
train,crazing_196.xml,crazing_196.jpg,crazing,200,200,68,2,197,46,129,44,5676,2.9318181818181817
train,crazing_196.xml,crazing_196.jpg,crazing,200,200,3,140,150,199,147,59,8673,2.4915254237288136
train,crazing_197.xml,crazing_197.jpg,crazing,200,200,15,97,198,181,183,84,15372,2.1785714285714284
train,crazing_197.xml,crazing_197.jpg,crazing,200,200,12,8,167,91,155,83,12865,1.8674698795180722
train,crazing_198.xml,crazing_198.jpg,crazing,200,200,47,99,191,189,144,90,12960,1.6
train,crazing_198.xml,crazing_198.jpg,crazing,200,200,1,48,85,145,84,97,8148,0.865979381443299
train,crazing_198.xml,crazing_198.jpg,crazing,200,200,71,1,200,42,129,41,5289,3.1463414634146343
train,crazing_199.xml,crazing_199.jpg,crazing,200,200,7,19,198,88,191,69,13179,2.7681159420289854
train,crazing_199.xml,crazing_199.jpg,crazing,200,200,1,89,72,159,71,70,4970,1.0142857142857142
train,crazing_2.xml,crazing_2.jpg,crazing,200,200,99,120,200,174,101,54,5454,1.8703703703703705
train,crazing_2.xml,crazing_2.jpg,crazing,200,200,8,16,200,111,192,95,18240,2.0210526315789474
train,crazing_20.xml,crazing_20.jpg,crazing,200,200,1,109,131,193,130,84,10920,1.5476190476190477
train,crazing_20.xml,crazing_20.jpg,crazing,200,200,86,60,142,100,56,40,2240,1.4
train,crazing_20.xml,crazing_20.jpg,patches,200,200,140,29,178,65,38,36,1368,1.0555555555555556
train,crazing_200.xml,crazing_200.jpg,crazing,200,200,42,7,176,84,134,77,10318,1.7402597402597402
train,crazing_200.xml,crazing_200.jpg,crazing,200,200,7,97,161,146,154,49,7546,3.142857142857143
train,crazing_200.xml,crazing_200.jpg,crazing,200,200,4,154,92,196,88,42,3696,2.0952380952380953
train,crazing_201.xml,crazing_201.jpg,crazing,200,200,16,79,143,193,127,114,14478,1.1140350877192982
train,crazing_201.xml,crazing_201.jpg,crazing,200,200,31,35,160,88,129,53,6837,2.4339622641509435
train,crazing_202.xml,crazing_202.jpg,crazing,200,200,21,6,174,105,153,99,15147,1.5454545454545454
train,crazing_203.xml,crazing_203.jpg,crazing,200,200,19,79,148,168,129,89,11481,1.449438202247191
train,crazing_203.xml,crazing_203.jpg,crazing,200,200,44,10,170,76,126,66,8316,1.9090909090909092
