split,filename,class_name,image_path,mean_brightness,std_contrast
train,crazing_145.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_145.jpg,131.2806,22.90508816049395
train,crazing_146.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_146.jpg,130.699675,23.754099222963077
train,crazing_147.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_147.jpg,134.946425,24.814882726286964
train,crazing_148.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_148.jpg,139.607475,26.86302289624857
train,crazing_149.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_149.jpg,143.7033,29.431700921115656
train,crazing_15.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_15.jpg,154.013725,25.040858344401357
train,crazing_150.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_150.jpg,144.66545,24.71301532184003
train,crazing_151.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_151.jpg,70.072775,20.751664482623436
train,crazing_152.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_152.jpg,131.567925,31.03642031862526
train,crazing_152.jpg,patches,C:\NEU-DET\train\images\crazing\crazing_152.jpg,131.567925,31.03642031862526
train,crazing_153.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_153.jpg,119.03345,32.8089451384451
train,crazing_154.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_154.jpg,128.093175,31.373201038774717
train,crazing_155.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_155.jpg,147.62015,24.75308594857417
train,crazing_156.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_156.jpg,143.35315,26.811371376292932
train,crazing_157.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_157.jpg,146.28465,25.635547085589963
train,crazing_158.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_158.jpg,155.225225,24.953898466960528
train,crazing_159.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_159.jpg,146.9585,24.364228445612635
train,crazing_16.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_16.jpg,152.1325,31.477128105181386
train,crazing_160.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_160.jpg,147.415775,23.184104600984163
train,crazing_161.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_161.jpg,148.514825,23.1594792734935
train,crazing_162.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_162.jpg,149.30055,25.592476818344487
train,crazing_163.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_163.jpg,135.479175,24.545513160644553
train,crazing_164.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_164.jpg,136.901075,25.990188318755504
train,crazing_165.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_165.jpg,135.957825,24.63965901284705
train,crazing_166.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_166.jpg,86.632525,19.607157803322107
train,crazing_167.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_167.jpg,145.718975,24.507826299967427
train,crazing_168.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_168.jpg,146.16835,25.41303815519703
train,crazing_169.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_169.jpg,144.027375,25.31559451423914
train,crazing_17.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_17.jpg,156.82035,25.220578420755935
train,crazing_170.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_170.jpg,143.507575,25.947043041922427
train,crazing_171.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_171.jpg,68.44455,19.66264288689341
train,crazing_172.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_172.jpg,98.573875,25.965237192915744
train,crazing_173.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_173.jpg,80.204075,23.920312046342016
train,crazing_174.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_174.jpg,99.22305,26.37105228650347
train,crazing_175.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_175.jpg,148.56625,28.672765142858125
train,crazing_176.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_176.jpg,90.5431,21.734195232168137
train,crazing_177.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_177.jpg,150.41725,28.48705850798745
train,crazing_178.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_178.jpg,161.9283,27.5669278141399
train,crazing_179.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_179.jpg,161.9121,30.190682728119945
train,crazing_18.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_18.jpg,153.654575,30.142733893417418
train,crazing_180.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_180.jpg,139.286475,28.087393205393322
train,crazing_181.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_181.jpg,124.946025,34.3809032996426
train,crazing_182.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_182.jpg,86.7669,22.26446191557299
train,crazing_183.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_183.jpg,83.800275,23.71793171683347
train,crazing_184.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_184.jpg,118.459775,29.755757962945175
train,crazing_185.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_185.jpg,153.01305,26.0943601128194
train,crazing_186.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_186.jpg,155.427225,26.59923314306965
train,crazing_187.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_187.jpg,136.68235,34.25142987493369
train,crazing_188.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_188.jpg,155.231575,28.620716238755712
train,crazing_189.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_189.jpg,162.2434,27.839765739675325
train,crazing_19.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_19.jpg,79.791225,22.563818116608168
train,crazing_190.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_190.jpg,170.0032,29.848265272206355
train,crazing_191.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_191.jpg,169.6202,29.531936136325367
train,crazing_192.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_192.jpg,166.6381,30.637202522260417
train,crazing_193.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_193.jpg,104.27765,28.367241855307327
train,crazing_194.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_194.jpg,105.06165,28.835140007939966
train,crazing_195.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_195.jpg,95.566375,22.390954520952764
train,crazing_196.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_196.jpg,167.27255,29.65039150664793
train,crazing_197.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_197.jpg,174.15915,28.47569176117588
train,crazing_198.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_198.jpg,164.72555,34.41009266476189
train,crazing_199.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_199.jpg,164.409625,29.91123672400349
train,crazing_2.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_2.jpg,168.985175,28.200701324955997
train,crazing_20.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_20.jpg,137.0305,35.52311176895965
train,crazing_20.jpg,patches,C:\NEU-DET\train\images\crazing\crazing_20.jpg,137.0305,35.52311176895965
train,crazing_200.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_200.jpg,156.1273,34.49017751056089
train,crazing_201.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_201.jpg,152.60195,35.692551130417954
train,crazing_202.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_202.jpg,161.5008,29.236237777114894
train,crazing_203.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_203.jpg,149.25715,35.472140813284724
train,crazing_204.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_204.jpg,93.79845,21.852685821141073
train,crazing_205.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_205.jpg,121.047125,32.25060006006671
train,crazing_206.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_206.jpg,159.089625,28.03770483401548
train,crazing_207.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_207.jpg,159.123275,27.764256306884487
train,crazing_208.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_208.jpg,157.6113,30.774360469553223
train,crazing_209.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_209.jpg,157.6695,27.047184137170362
train,crazing_21.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_21.jpg,155.538725,27.219824583828142
train,crazing_210.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_210.jpg,103.71425,24.11884526542471
train,crazing_211.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_211.jpg,103.47245,27.66923907514444
train,crazing_212.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_212.jpg,161.61505,26.169149078590614
train,crazing_213.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_213.jpg,100.5329,26.46123991029143
train,crazing_214.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_214.jpg,161.267175,27.154499489391718
train,crazing_215.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_215.jpg,151.821975,25.75484579840025
train,crazing_216.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_216.jpg,150.448825,26.269705577325663
train,crazing_217.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_217.jpg,149.27985,28.85096504412807
train,crazing_218.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_218.jpg,99.615275,25.022921725377614
train,crazing_219.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_219.jpg,93.550725,23.79576069333307
train,crazing_22.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_22.jpg,148.7048,25.82322901885045
train,crazing_220.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_220.jpg,156.5736,26.41585665921134
train,crazing_221.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_221.jpg,159.658775,29.057554792159905
train,crazing_222.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_222.jpg,156.54925,29.111061891272534
train,crazing_223.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_223.jpg,79.8854,24.80734401019182
train,crazing_224.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_224.jpg,157.20305,28.196245684443525
train,crazing_225.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_225.jpg,161.224875,28.761792472555932
train,crazing_226.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_226.jpg,158.88145,26.46842450727848
train,crazing_227.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_227.jpg,156.156775,28.072775007102077
train,crazing_228.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_228.jpg,172.3737,27.098157655272434
train,crazing_229.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_229.jpg,172.1142,28.852353601742788
train,crazing_23.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_23.jpg,125.89375,37.757353733246454
train,crazing_230.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_230.jpg,78.0218,25.498071981230268
train,crazing_231.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_231.jpg,165.772325,28.304958736842824
train,crazing_232.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_232.jpg,157.388875,28.640467894822788
train,crazing_233.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_233.jpg,168.552725,28.518427727951185
train,crazing_234.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_234.jpg,154.031075,31.365910784550394
train,crazing_235.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_235.jpg,118.1131,32.47459096570733
train,crazing_236.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_236.jpg,166.31725,31.073641602449815
train,crazing_237.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_237.jpg,165.875825,28.94448402665653
train,crazing_238.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_238.jpg,148.9038,29.062350138280284
train,crazing_239.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_239.jpg,180.345,30.503196963597112
train,crazing_24.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_24.jpg,149.689825,27.841874334702663
train,crazing_240.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_240.jpg,183.593225,30.470879690277652
train,crazing_25.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_25.jpg,155.282525,24.362959685234774
train,crazing_26.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_26.jpg,159.605625,27.005407668823942
train,crazing_27.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_27.jpg,152.034975,25.688714482226917
train,crazing_28.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_28.jpg,105.918175,35.47639397781819
train,crazing_29.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_29.jpg,102.45175,33.190942618996225
train,crazing_3.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_3.jpg,133.11425,33.397835961892795
train,crazing_30.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_30.jpg,145.8694,31.20902343297528
train,crazing_31.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_31.jpg,157.4603,29.120002986091883
train,crazing_32.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_32.jpg,125.451575,35.23997736973415
train,crazing_33.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_33.jpg,166.474075,27.146951539618126
train,crazing_34.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_34.jpg,117.802325,35.479261542404956
train,crazing_35.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_35.jpg,135.590775,32.58902284357994
train,crazing_36.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_36.jpg,131.304775,29.831132013374468
train,crazing_37.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_37.jpg,108.42245,38.34531504626739
train,crazing_38.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_38.jpg,115.882525,39.71583971949195
train,crazing_39.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_39.jpg,111.16885,37.676318021769326
train,crazing_4.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_4.jpg,163.094775,29.038516537512294
train,crazing_40.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_40.jpg,149.29145,34.541093742056
train,crazing_41.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_41.jpg,170.9374,28.567514439306755
train,crazing_42.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_42.jpg,156.745825,28.04891655785255
train,crazing_43.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_43.jpg,103.036125,35.988551929528576
train,crazing_44.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_44.jpg,108.625625,40.758016614641285
train,crazing_45.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_45.jpg,110.408125,42.99185282102151
train,crazing_46.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_46.jpg,165.53215,28.278309114540424
train,crazing_47.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_47.jpg,169.8585,27.276829503261553
train,crazing_48.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_48.jpg,180.147175,28.25961189612085
train,crazing_49.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_49.jpg,176.860075,30.53534339080494
train,crazing_5.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_5.jpg,167.08315,29.68048914821823
train,crazing_50.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_50.jpg,183.442225,31.670792728464743
train,crazing_51.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_51.jpg,110.0431,22.153131661009013
train,crazing_52.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_52.jpg,108.542675,21.79867149264778
train,crazing_53.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_53.jpg,60.22495,23.0722863517576
train,crazing_54.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_54.jpg,110.226075,18.99982408061651
train,crazing_55.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_55.jpg,121.558425,39.86831055511852
train,crazing_56.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_56.jpg,145.13755,37.041893580073626
train,crazing_57.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_57.jpg,115.8,40.56397046641268
train,crazing_58.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_58.jpg,164.745875,31.076971304880644
train,crazing_59.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_59.jpg,103.7586,34.62060406809795
train,crazing_6.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_6.jpg,173.86375,29.819392782843515
train,crazing_60.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_60.jpg,110.880375,39.66201917274731
train,crazing_61.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_61.jpg,139.661625,38.578498251738296
train,crazing_62.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_62.jpg,174.5005,31.137337711339416
train,crazing_63.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_63.jpg,116.4257,31.71715512951942
train,crazing_64.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_64.jpg,106.0574,29.03866138856955
train,crazing_65.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_65.jpg,151.29425,25.068608197055937
train,crazing_66.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_66.jpg,98.075475,24.44691347643655
train,crazing_67.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_67.jpg,111.970475,22.543604487179397
train,crazing_68.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_68.jpg,119.1422,51.54404940592075
train,crazing_69.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_69.jpg,155.6989,28.262987966419967
train,crazing_7.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_7.jpg,172.936375,28.89855319664594
train,crazing_70.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_70.jpg,153.31905,26.585160467777882
train,crazing_71.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_71.jpg,166.011275,26.12985835924824
train,crazing_72.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_72.jpg,86.1622,21.18193903210941
train,crazing_73.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_73.jpg,95.29225,26.59503318173339
train,crazing_74.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_74.jpg,100.801525,36.26375852934132
train,crazing_75.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_75.jpg,107.48725,34.566460441264454
train,crazing_76.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_76.jpg,90.116175,23.323726725576574
train,crazing_77.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_77.jpg,84.26385,21.88593231227539
train,crazing_78.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_78.jpg,151.8286,24.620181194296684
train,crazing_79.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_79.jpg,152.440325,24.775094124833817
train,crazing_8.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_8.jpg,120.4321,30.130775622111024
train,crazing_80.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_80.jpg,105.68875,36.728495387607424
train,crazing_81.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_81.jpg,170.969675,27.015771419568512
train,crazing_82.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_82.jpg,112.034525,37.23274006871338
train,crazing_83.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_83.jpg,172.513925,28.818627762167562
train,crazing_84.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_84.jpg,168.943,28.539661017608463
train,crazing_85.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_85.jpg,112.431425,42.05126867847598
train,crazing_86.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_86.jpg,165.332875,26.44959298806647
train,crazing_87.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_87.jpg,115.941375,46.80933921889279
train,crazing_88.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_88.jpg,158.768575,26.14790464777962
train,crazing_89.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_89.jpg,77.17465,27.202836200982794
train,crazing_9.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_9.jpg,150.913625,31.994500533050594
train,crazing_90.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_90.jpg,97.245125,21.80890617922813
train,crazing_91.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_91.jpg,172.13295,26.284513012370994
train,crazing_92.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_92.jpg,157.435675,28.38980824687576
train,crazing_93.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_93.jpg,150.91845,24.670140850783564
train,crazing_94.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_94.jpg,97.904,36.7211340238833
train,crazing_95.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_95.jpg,141.8261,28.42918937975545
train,crazing_96.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_96.jpg,151.9221,24.56183282228751
train,crazing_97.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_97.jpg,155.954525,29.630450671975527
train,crazing_98.jpg,crazing,C:\NEU-DET\train\images\crazing\crazing_98.jpg,148.6297,32.054239624580084
